pkl_path,model_name,world,seed,N,T,T_full,runtime_sec,ari_train,ari_holdout,gamma_diag_mae,alpha_h_mae,beta_m_mae,gamma_m_rec,gamma_m_mae,theta_corr,r_mae,rho_rec,rho_mae,ess_theta,ess_alpha_h,ess_beta_m,ess_Gamma,ess_pi0,ess_gamma_m,ess_r_nb,rhat_max,waic,ess_rho,ess_u,ess_v
overnight_28may/correlated/rep2/fit_BEMMAOR-global-rfree_correlated_N200_T52_seed4002.pkl,BEMMAOR-global-rfree,correlated,4002,200,52,92,3378.4,0.25934216335476307,0.2493896728790351,0.08718942156358218,0.7548404114439693,1.1726830788644318,2.540215059733053,0.7701075298665265,,0.5023749779254745,,,817.9631165323742,105.70699711552551,5.985293267999175,127.5384464525823,2135.985137388146,66.09751872258512,341.6666386530802,1.7916733051498515,,,,
overnight_28may/correlated/rep2/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4002.pkl,BEMMAOR-indiv-rfree,correlated,4002,200,52,92,355.2,0.36372415958909654,0.35431583442581854,0.0886218984191598,0.1405339851717988,0.16062647468957642,1.1828433529621687,0.09142167648108435,0.9277447327924989,0.5738397132785782,,,871.4030655723833,5.101436833639904,6.217174803348534,1925.6371219579148,3786.5906350873106,642.1388051678791,927.7008130574026,2.2620812879202594,,,,
overnight_28may/correlated/rep2/fit_Heckman-global-rfree_correlated_N200_T52_seed4002.pkl,Heckman-global-rfree,correlated,4002,200,52,92,563.9,0.26718700975170845,0.26002462017525113,0.08710744071141208,0.2272589072278349,0.34366371912694765,,,,0.9995527558356928,0.000594508695688592,0.39976219652172457,,6.07264940399411,5.31096741856132,1459.2671577742756,2282.3535416730374,,2355.035563256005,2.1027806857499436,,2737.9846371179992,,
overnight_28may/correlated/rep2/fit_Hurdle-rfree_correlated_N200_T52_seed4002.pkl,Hurdle-rfree,correlated,4002,200,52,92,523.0,0.2897447966449964,0.27778141193486733,0.08524621345972265,0.27674560335609133,0.1459998642259964,,,,0.7494142261114093,,,,7.0648983402931105,5.326920322176125,1219.4030783329645,2033.0701872387033,,84.42068808721635,2.117759984163425,,,282.2211732844006,778.8715371720123
overnight_28may/correlated/rep2/fit_heckman-indiv-rfree_correlated_N200_T52_seed4002.pkl,heckman-indiv-rfree,correlated,4002,200,52,92,392.7,0.28987244345756635,0.28092895896956976,0.08440103992528263,0.1972202772278675,0.14002870473646623,,,,1.0083552531775344,1.2350129726216212,0.09400518904864846,,6.211741979650357,5.283462109723557,1891.755617996978,2935.446400946681,,3597.9537571620585,2.122386174090606,,,,
overnight_28may/correlated/rep3/fit_BEMMAOR-global-rfree_correlated_N200_T52_seed4003.pkl,BEMMAOR-global-rfree,correlated,4003,200,52,92,2713.6,0.24877396096862414,0.2468613943519838,0.09367727862530768,0.8000514256666343,1.1616361970406415,2.425288287223038,0.712644143611519,,0.42996181835720143,,,1011.7344181191723,282.156973279034,6.14879780354286,1463.6291348290392,2285.4456783232326,897.8635221097187,1101.4836715433464,1.7471608293853433,,,,
overnight_28may/correlated/rep3/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4003.pkl,BEMMAOR-indiv-rfree,correlated,4003,200,52,92,350.0,0.3595677470333123,0.3648613920602703,0.08732279703562777,0.04534695036446016,0.1468375338620781,1.0946398419711736,0.047319920985586794,0.9083856941513343,0.4790696318448982,,,1277.623526481571,5.298840046432392,6.197840393440081,1950.3198850063281,3108.203376197552,680.1553372577092,877.3666790125588,2.108599897650394,,,,
overnight_28may/correlated/rep3/fit_Heckman-global-rfree_correlated_N200_T52_seed4003.pkl,Heckman-global-rfree,correlated,4003,200,52,92,597.1,0.2592414878700067,0.2626806492670321,0.09340832500990721,0.24661381837963867,0.4722950371242629,,,,0.9970996157133659,-0.013451855255499376,0.40538074210219976,,6.057101150370678,5.319399513033747,1368.6322405824337,2336.3639688437497,,2730.793502780243,2.1030788596863466,,2237.18742189083,,
overnight_28may/correlated/rep3/fit_Hurdle-rfree_correlated_N200_T52_seed4003.pkl,Hurdle-rfree,correlated,4003,200,52,92,649.4,0.2897928935457851,0.2871979472989885,0.0851328814111078,0.11343164458766669,0.193301649552865,,,,0.9591261471997509,,,,6.147107632531221,5.419996972470313,1112.8950657142316,1957.1690016292937,,98.63944946093694,2.1143620075542673,,,207.56463426114883,599.2525834881725
overnight_28may/correlated/rep3/fit_heckman-indiv-rfree_correlated_N200_T52_seed4003.pkl,heckman-indiv-rfree,correlated,4003,200,52,92,802.5,0.2933123779211931,0.2897349912982361,0.08243232002371097,0.11356380174456922,0.17250799662115804,,,,1.0162750938460878,1.2353828836398253,0.09415315345593012,,5.2580431807703025,5.310920572466993,2119.8310458901487,2604.450434390903,,2786.5239663070374,2.1403783002265655,,,,
overnight_28may/correlated/rep4/fit_BEMMAOR-global-rfree_correlated_N200_T52_seed4004.pkl,BEMMAOR-global-rfree,correlated,4004,200,52,92,4591.5,0.25919020377928326,0.24135427278660274,0.10078143490787166,0.7403730469278179,1.1819045405585094,2.4415077123622297,0.7207538561811149,,0.6540469827798664,,,1338.9831797381037,275.6629352786651,6.226791851253153,1329.8706232980608,2146.8243539471437,1038.542441843148,1237.000810700372,1.739734194504665,,,,
overnight_28may/correlated/rep4/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4004.pkl,BEMMAOR-indiv-rfree,correlated,4004,200,52,92,352.3,0.37842639056330446,0.361934059231604,0.08246479555268786,0.13721847950461538,0.1874602383475853,1.1052322289266683,0.05261611446333414,0.9139957461399987,0.9110559699116249,,,1244.9538023554394,5.6370797971867725,6.236118486806568,2023.219017403092,3095.9838463840038,706.1459102454158,857.0147342094531,1.923993955082058,,,,
overnight_28may/correlated/rep4/fit_Heckman-global-rfree_correlated_N200_T52_seed4004.pkl,Heckman-global-rfree,correlated,4004,200,52,92,506.3,0.26802006785816074,0.249896249093972,0.10008332741657582,0.3131999511046453,0.5512552053800108,,,,0.9992963612290658,0.032611420009685775,0.3869554319961257,,6.182551444744289,5.310202566196013,1394.6199065979758,2389.561429485586,,2394.7522938055613,2.101771673739887,,2477.3234060609234,,
overnight_28may/correlated/rep4/fit_Hurdle-rfree_correlated_N200_T52_seed4004.pkl,Hurdle-rfree,correlated,4004,200,52,92,539.3,0.30143307911499806,0.27380500441645383,0.08692825442072334,0.20023204123785035,0.2514719861297261,,,,0.9832714100084607,,,,6.682477318003739,5.312616501553401,1075.8258685802896,1530.573717631586,,139.26970192879162,2.1184594751652894,,,494.6062497550898,877.2642371417816
overnight_28may/correlated/rep4/fit_heckman-indiv-rfree_correlated_N200_T52_seed4004.pkl,heckman-indiv-rfree,correlated,4004,200,52,92,316.1,0.302803561031188,0.27457647158123577,0.08500099844202225,0.1660279567883513,0.24336523539632968,,,,1.0090153303384877,1.2358585510748428,0.09434342042993715,,7.283414440439243,5.296720968383623,2102.4885043416375,3033.196332546265,,3902.186996140328,2.1328639850673734,,,,
overnight_28may/correlated/rep5/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4005.pkl,BEMMAOR-indiv-rfree,correlated,4005,200,52,92,354.0,0.36577363782870426,0.38184788637514305,0.09203681506966799,0.22266123691603468,0.16427220802632284,1.0892351161378482,0.04461755806892409,0.9193992515036021,0.7233326487226898,,,1052.3164932309007,5.160679204306784,6.138389714094056,1145.556994457624,2062.9175017009625,437.63044710013924,546.8157750350916,2.195235204524788,,,,
overnight_28may/correlated/rep5/fit_Heckman-global-rfree_correlated_N200_T52_seed4005.pkl,Heckman-global-rfree,correlated,4005,200,52,92,536.7,0.26213693172344105,0.26979173323704314,0.10188256991261768,0.23262780470234534,0.5248747638366625,,,,1.0053150443562429,-0.0017711920439915923,0.40070847681759664,,6.195889134914778,5.310462031390972,1135.0697776034515,1311.5744898198514,,2026.8524925989268,2.101076586480265,,2377.432682568983,,
overnight_28may/correlated/rep5/fit_Hurdle-rfree_correlated_N200_T52_seed4005.pkl,Hurdle-rfree,correlated,4005,200,52,92,733.3,0.29115788493494127,0.29993867261972273,0.08136497513862744,0.07240385890175531,0.2295937734401361,,,,0.6728364039943293,,,,5.507763638936712,5.9831049275105705,1141.0046225350657,1518.9158996727078,,91.20558890828266,2.0182177804570838,,,202.90872689326292,276.34273143883615
overnight_28may/correlated/rep5/fit_heckman-indiv-rfree_correlated_N200_T52_seed4005.pkl,heckman-indiv-rfree,correlated,4005,200,52,92,309.2,0.29281725488838634,0.29859383688028057,0.07942066444639721,0.09811180462700671,0.2163003382322194,,,,1.0145237717742364,1.234888319379676,0.09395532775187043,,4.939656628999326,5.347327217164272,2104.1931114091817,2558.183019302377,,4013.958723969775,2.4153111281104316,,,,
overnight_28may/correlated/rep6/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4006.pkl,BEMMAOR-indiv-rfree,correlated,4006,200,52,92,352.4,0.36068983752301076,0.36246929784057536,0.09539496407842481,0.1715819262051168,0.12639648809246742,1.1466874547956978,0.07334372739784889,0.9120314755005597,1.3527057380677103,,,1250.2503702879537,5.295967536450897,6.16494032378686,1796.7576777134598,2871.722526312847,659.4129498334879,929.2443945383702,2.105355780036717,,,,
overnight_28may/correlated/rep6/fit_Heckman-global-rfree_correlated_N200_T52_seed4006.pkl,Heckman-global-rfree,correlated,4006,200,52,92,482.2,0.278079713756215,0.2605348937639347,0.08704199738780871,0.3149784068576312,0.4029453752058716,,,,0.9982511540598319,0.004076863168798423,0.39836925473248064,,6.209191711122725,5.307817084743818,1522.5239801296264,2576.7477307765935,,3165.1331528202822,2.099316738261089,,2921.74005377512,,
overnight_28may/correlated/rep6/fit_Hurdle-rfree_correlated_N200_T52_seed4006.pkl,Hurdle-rfree,correlated,4006,200,52,92,825.1,0.3033987249359208,0.2826730465185833,0.08407224782569227,0.07763802245809164,0.1867025202990399,,,,0.5941975598810395,,,,6.079111249331621,5.331418156313753,618.917046542395,1925.3547715848329,,81.66760784802514,2.1288748794366357,,,253.06190488997086,170.6837572615129
overnight_28may/correlated/rep6/fit_heckman-indiv-rfree_correlated_N200_T52_seed4006.pkl,heckman-indiv-rfree,correlated,4006,200,52,92,312.1,0.30402040581476486,0.28310224691834296,0.07920928140098367,0.12107504095482235,0.16622347470741736,,,,1.0126954274088076,1.2354919498639048,0.09419677994556191,,5.300552267884991,5.280089931770314,1314.2114360607225,2501.901751266996,,2732.8604422297794,2.1252675385179605,,,,
overnight_28may/correlated/rep7/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4007.pkl,BEMMAOR-indiv-rfree,correlated,4007,200,52,92,351.1,0.3414939244402396,0.3744831448943629,0.07454884222531588,0.15904688419098476,0.06964209934654463,1.0777214390750036,0.03886071953750181,0.9302263779278126,1.1553018703531779,,,1626.625796322178,7.303964666928723,6.265985609241383,2256.939105140614,3016.928446191306,816.3288393112331,1181.1608654143613,1.7441989876505413,,,,
overnight_28may/correlated/rep7/fit_Heckman-global-rfree_correlated_N200_T52_seed4007.pkl,Heckman-global-rfree,correlated,4007,200,52,92,452.2,0.2388098741966256,0.25658478064654633,0.0860941552709407,0.21678101370754443,0.3528878523064097,,,,1.0043704342889745,0.008144695001649176,0.39674212199934034,,5.294890479917431,5.3223298377505355,1580.9205728485235,2929.4432123919246,,3319.2913213762577,2.1018257517605616,,3149.25122270652,,
overnight_28may/correlated/rep7/fit_Hurdle-rfree_correlated_N200_T52_seed4007.pkl,Hurdle-rfree,correlated,4007,200,52,92,660.8,0.26147978438171676,0.29408221190908307,0.07349894978218467,0.25810261395809503,0.08867998475002027,,,,0.7417779062886257,,,,7.155853311456842,5.309998400227333,1111.4504150562918,2374.1945706992224,,129.23940796857332,2.1221999270473586,,,291.8071413037038,556.7688854607117
overnight_28may/correlated/rep7/fit_heckman-indiv-rfree_correlated_N200_T52_seed4007.pkl,heckman-indiv-rfree,correlated,4007,200,52,92,376.3,0.26300814552164403,0.2949998529218935,0.06903800380796173,0.2622579376800681,0.0820933105169686,,,,1.0016439044776877,1.236632813843611,0.09465312553744437,,5.328209834516819,5.337203901001203,2096.9762184696747,2905.752705576002,,3486.9835062647626,2.1068448631153136,,,,
overnight_28may/correlated/rep8/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4008.pkl,BEMMAOR-indiv-rfree,correlated,4008,200,52,92,359.6,0.35196801467243105,0.37646251916545725,0.10790961610476531,0.21136974854625404,0.16345497631963676,1.0570550798421086,0.02852753992105428,0.9181407832632932,0.4473226373170041,,,658.5251013546731,7.2560433371826525,6.281179522234216,2079.4253583547893,3470.6319214797586,525.8423240785594,587.848712660736,1.739236695972126,,,,
overnight_28may/correlated/rep8/fit_Heckman-global-rfree_correlated_N200_T52_seed4008.pkl,Heckman-global-rfree,correlated,4008,200,52,92,486.6,0.2641657136490321,0.28475071654056355,0.10268844474176204,0.3762405260121031,0.45354498500482415,,,,0.9955889501867207,0.00017479194022006482,0.399930083223912,,6.14901471685888,5.315775784905179,1652.0788322312642,2189.138513317859,,2468.318145132484,2.101310126668068,,2496.0340711994104,,
overnight_28may/correlated/rep8/fit_Hurdle-rfree_correlated_N200_T52_seed4008.pkl,Hurdle-rfree,correlated,4008,200,52,92,838.9,0.2912975578192531,0.29716100253397215,0.09202359447589048,0.13917638471652638,0.2376746913390783,,,,1.1649277639093742,,,,5.648204813783986,5.348854205903801,1197.2876881084294,1591.4158897781501,,85.63392147044642,2.107633634616777,,,231.0974398174246,403.98199847735384
overnight_28may/correlated/rep8/fit_heckman-indiv-rfree_correlated_N200_T52_seed4008.pkl,heckman-indiv-rfree,correlated,4008,200,52,92,290.9,0.2919143500359663,0.29869628714938606,0.09042094840491965,0.11434353144267324,0.22181748665996973,,,,1.0162139810089736,1.2356184885970685,0.09424739543882743,,5.324737096258256,5.344793304362999,1388.9339269455782,1815.9844486161792,,2555.0497508537696,2.1105370111469033,,,,
overnight_28may/correlated/rep9/fit_BEMMAOR-indiv-rfree_correlated_N200_T52_seed4009.pkl,BEMMAOR-indiv-rfree,correlated,4009,200,52,92,357.5,0.3510730164833164,0.3713052209989121,0.09120767292463772,0.1304548941803459,0.13195906523170212,1.0719855284464712,0.03599276422323561,0.9230996917410533,0.7442859972427871,,,1201.5348920818838,5.958313635489352,6.199735896927794,1597.3932222693315,2257.509635451427,635.5796148251692,849.3865991686232,1.800830646656807,,,,
overnight_28may/correlated/rep9/fit_Heckman-global-rfree_correlated_N200_T52_seed4009.pkl,Heckman-global-rfree,correlated,4009,200,52,92,364.0,0.24218678643490696,0.2509834107746017,0.11194185598006834,0.3561781492155463,0.5057509113641188,,,,1.00997402049526,0.0006124098972832515,0.3997550360410867,,6.18929234180542,5.302253053702158,1271.7499050222987,2228.3555045951593,,2269.294575440747,2.1019658059994106,,2304.52115507045,,
overnight_28may/correlated/rep9/fit_Hurdle-rfree_correlated_N200_T52_seed4009.pkl,Hurdle-rfree,correlated,4009,200,52,92,906.4,0.27954970723507766,0.29868442732489225,0.08090561459180216,0.11320654864170006,0.16725522963841122,,,,1.6505920911318468,,,,5.349166369216891,5.346133448080278,1026.522136211478,1631.0541082196114,,139.29758015769406,2.1179102743673495,,,365.20750693465067,891.0944937181955
overnight_28may/correlated/rep9/fit_heckman-indiv-rfree_correlated_N200_T52_seed4009.pkl,heckman-indiv-rfree,correlated,4009,200,52,92,342.4,0.28009664763869013,0.3007498239908187,0.07859119622318649,0.07201239828971152,0.14707665430975939,,,,1.0137572955395224,1.235643785075556,0.09425751403022237,,6.226183925028783,5.349132349729237,2435.1163409871306,3571.424325228581,,3856.1574766577533,2.112954018089767,,,,
overnight_28may/independent/rep0/fit_BEMMAOR-global-rfree_independent_N200_T52_seed4000.pkl,BEMMAOR-global-rfree,independent,4000,200,52,92,7639.7,0.5541381394317544,0.5535234603979428,0.06891996236090037,0.8846812687776131,1.1045871708395678,1.112326937453016,1.112326937453016,,0.6235219374873341,,,1173.4422198955967,267.1892021122332,5.459233410253104,1321.799476724556,2152.1250881200754,952.3369790028858,1284.8137352916983,2.027465044551811,,,,
overnight_28may/independent/rep0/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4000.pkl,BEMMAOR-indiv-rfree,independent,4000,200,52,92,824.0,0.5842197783850677,0.5731703181870417,0.05313516431084716,0.09141700482563819,0.08044605653708731,0.008113517882921068,0.008113517882921068,0.9425304320763107,0.2609081417493716,,,2019.6462030054245,5.335896968893863,6.16081593794374,2184.9335681061625,2483.125574956801,1904.7310891131901,1028.709252652743,2.1000291987413062,,,,
overnight_28may/independent/rep0/fit_Heckman-global-rfree_independent_N200_T52_seed4000.pkl,Heckman-global-rfree,independent,4000,200,52,92,463.8,0.5695882968298619,0.566277398863427,0.06903852008814888,0.1749769073396402,0.07951548705445032,,,,0.9987923660743375,0.005736880638601744,0.005736880638601744,,6.163986369996609,5.307061582522136,1747.6928958540723,2608.213560818594,,3359.902869578852,2.0979357048785374,,4331.324963699785,,
overnight_28may/independent/rep0/fit_Hurdle-rfree_independent_N200_T52_seed4000.pkl,Hurdle-rfree,independent,4000,200,52,92,747.9,0.5708912809392367,0.5668906613921915,0.05454585707934408,0.16347683407300118,0.07942990851358024,,,,0.4482490175297194,,,,5.320447135082005,5.297996043740237,1395.626933113064,1662.7795207935017,,83.535368022643,2.140918945130538,,,188.40382131516512,392.5520085665387
overnight_28may/independent/rep0/fit_heckman-indiv-rfree_independent_N200_T52_seed4000.pkl,heckman-indiv-rfree,independent,4000,200,52,92,1244.6,0.5716641552562851,0.5707205249075616,0.05457441184788736,0.12661791219560514,0.07884060750141311,,,,0.9980431185506496,-0.08655368080286684,0.08655368080286684,,4.967625656495463,5.324803551875116,1009.4298335232892,1565.4794801379112,,2873.9390658058314,2.4155324449150113,,,,
overnight_28may/independent/rep1/fit_BEMMAOR-global-rfree_independent_N200_T52_seed4001.pkl,BEMMAOR-global-rfree,independent,4001,200,52,92,8356.7,0.5811039150220491,0.5723081175903854,0.053425820418733304,0.7630814375898236,1.0684949770549077,1.058723796444741,1.058723796444741,,0.7870825117899143,,,42.27177292449526,54.771162963781215,5.565294382067986,7.1631278956128845,7.500396941786558,70.67649515193054,7.052325440437829,1.9740795899073906,,,,
overnight_28may/independent/rep1/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4001.pkl,BEMMAOR-indiv-rfree,independent,4001,200,52,92,577.5,0.5911659353819956,0.5864411601007073,0.043938058762731526,0.17542259619946163,0.10356539961658816,0.020012217961828192,0.020012217961828192,0.9260548383112998,0.7990186588093661,,,1694.7880651899561,6.127096147199183,6.167331920805843,1611.8728113517946,2539.140178412007,1129.455470211512,700.9732971904957,1.7538698450920347,,,,
overnight_28may/independent/rep1/fit_Heckman-global-rfree_independent_N200_T52_seed4001.pkl,Heckman-global-rfree,independent,4001,200,52,92,459.8,0.5812966561454542,0.57571649079081,0.05970181658068433,0.0863772734017938,0.11226423316090721,,,,1.0038193765163257,0.0026700947293505314,0.0026700947293505314,,5.322243402185814,5.299627662303934,1774.880841930449,3292.571221390222,,3859.0901479065765,2.0979762760099177,,3941.6780892454008,,
overnight_28may/independent/rep1/fit_Hurdle-rfree_independent_N200_T52_seed4001.pkl,Hurdle-rfree,independent,4001,200,52,92,574.9,0.5916311802075368,0.5816896712704833,0.052038497693637074,0.09471998441086417,0.10107426629545152,,,,1.588748721673369,,,,4.91636098971883,5.332446435027469,1218.0847224023394,2256.883006626901,,146.93555258873565,2.449342232535188,,,393.8199498470039,1584.5903699379571
overnight_28may/independent/rep1/fit_heckman-indiv-rfree_independent_N200_T52_seed4001.pkl,heckman-indiv-rfree,independent,4001,200,52,92,428.0,0.5876806663532933,0.5828609004955794,0.051757343815316124,0.05514480526210953,0.10114264328170679,,,,1.0033959666263732,-0.007941836466735654,0.007941836466735654,,4.952030431000929,5.332574211026187,836.4551843511884,1629.8286745726105,,2493.398287052503,2.451479764028124,,,,
overnight_28may/independent/rep2/fit_BEMMAOR-global-rfree_independent_N200_T52_seed4002.pkl,BEMMAOR-global-rfree,independent,4002,200,52,92,6602.5,0.585222605924374,0.5727758188936027,0.058805184683218305,0.8977076820164628,1.1000245711815881,1.099959747881609,1.099959747881609,,0.8853551275614366,,,56.856670702849186,18.355726674263032,5.570371386797753,6.835160660237647,8.332970576896342,242.79033587093272,7.275181192830784,1.9660728675067964,,,,
overnight_28may/independent/rep2/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4002.pkl,BEMMAOR-indiv-rfree,independent,4002,200,52,92,358.4,0.5865134376794745,0.5643166724478149,0.06776406536551878,0.20156132408902497,0.11773917778015153,0.011821499087186233,0.011821499087186233,0.9417825808813297,0.5222353281379427,,,1669.8136426548463,5.294539548647619,6.15172363354534,2361.1084570740513,3410.1707862669646,1515.341013063048,836.0203215745096,2.1068740980186402,,,,
overnight_28may/independent/rep2/fit_Heckman-global-rfree_independent_N200_T52_seed4002.pkl,Heckman-global-rfree,independent,4002,200,52,92,447.8,0.5874971661098289,0.5643822670301938,0.0677401949573992,0.22876178025828742,0.10243227378068792,,,,1.002077208008996,0.001538010063676323,0.001538010063676323,,5.29922469184166,5.29248386638008,1931.3786101537282,2901.3460615351723,,3015.641755479348,2.1005599770275682,,3324.4969968263135,,
overnight_28may/independent/rep2/fit_Hurdle-rfree_independent_N200_T52_seed4002.pkl,Hurdle-rfree,independent,4002,200,52,92,485.8,0.5859858076269059,0.5674756003625754,0.05373766789790013,0.09520057617679767,0.10660532556762801,,,,0.05562081321574652,,,,5.1665998225748755,5.308397917460331,1461.3778223840711,2008.4400575747597,,33.09886663525982,2.2344206262304316,,,78.90161927513911,1178.5027943126063
overnight_28may/independent/rep2/fit_heckman-indiv-rfree_independent_N200_T52_seed4002.pkl,heckman-indiv-rfree,independent,4002,200,52,92,282.8,0.588026818337853,0.5658435110050917,0.05396278356690809,0.1646803109436616,0.10673802332606719,,,,1.0179740274789766,0.025349793226917973,0.025349793226917973,,5.316987245654659,5.32510408601365,860.0442343584107,1732.660199624781,,2395.9621667778424,2.105645263627336,,,,
overnight_28may/independent/rep3/fit_BEMMAOR-global-rfree_independent_N200_T52_seed4003.pkl,BEMMAOR-global-rfree,independent,4003,200,52,92,3813.0,0.580250041002861,0.5434895454157211,0.06232851793121822,0.8876280374862041,1.100487673932151,1.1136009463487022,1.1136009463487022,,0.5978476018006846,,,1204.1960627052988,208.21078271671158,5.505665031657022,1528.5349140378728,2032.247284848425,997.3454735813971,1233.2184513126115,2.0127557098305693,,,,
overnight_28may/independent/rep3/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4003.pkl,BEMMAOR-indiv-rfree,independent,4003,200,52,92,358.3,0.607264179835852,0.5826924547520146,0.04721304406725942,0.04075178113329042,0.10659953526179133,0.009294908684128848,0.009294908684128848,0.9316170668062163,0.2714880088373919,,,2012.918554032986,4.950627996955768,6.165883428284361,2171.7418641015156,4472.997289331297,2096.532755960276,734.6759490555902,2.409940894206662,,,,
overnight_28may/independent/rep3/fit_Heckman-global-rfree_independent_N200_T52_seed4003.pkl,Heckman-global-rfree,independent,4003,200,52,92,451.8,0.5940012362141418,0.5750335584804633,0.06238474355520444,0.14480217370421825,0.10430645455275507,,,,1.0020164598330792,0.0003402027408460646,0.0003402027408460646,,6.16117853617438,4.939532206796847,2104.220465820437,4126.100254264697,,3587.0535769996977,2.4144643543100077,,4094.75817957417,,
overnight_28may/independent/rep3/fit_Hurdle-rfree_independent_N200_T52_seed4003.pkl,Hurdle-rfree,independent,4003,200,52,92,662.4,0.6000605152006967,0.5787485862320162,0.04985978964295712,0.16530032236383715,0.10080479055052116,,,,1.1278605281396572,,,,4.9485461624840505,5.3100519830330395,1325.3493021549816,2641.475957763051,,147.8874797962494,2.4149753716752245,,,398.2049596373442,1422.7888627808316
overnight_28may/independent/rep3/fit_heckman-indiv-rfree_independent_N200_T52_seed4003.pkl,heckman-indiv-rfree,independent,4003,200,52,92,652.2,0.6000902841728825,0.577071138313348,0.05073358265786798,0.10694145661687082,0.09659925995624323,,,,1.0062980478090153,0.13863371076648917,0.13863371076648917,,7.293158605513621,5.322593201577827,1163.3552933125006,2197.9579609939547,,2209.426943128697,2.1013974773669224,,,,
overnight_28may/independent/rep4/fit_BEMMAOR-global-rfree_independent_N200_T52_seed4004.pkl,BEMMAOR-global-rfree,independent,4004,200,52,92,8296.9,0.5829083244870529,0.5616384555014102,0.06925942542880215,0.8381197453125502,1.149627053586881,1.0550241917210499,1.0550241917210499,,0.8456856660102163,,,58.054006523462434,124.89864376240098,5.711493114226412,7.247373360605892,7.406008849252997,427.84607333698983,7.246987043043935,1.9281702524447453,,,,
overnight_28may/independent/rep4/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4004.pkl,BEMMAOR-indiv-rfree,independent,4004,200,52,92,338.1,0.5909047347333728,0.5724060915076429,0.05487160421702245,0.08685866662085527,0.11491900450311825,0.008279262429240796,0.008279262429240796,0.9323298476353044,0.729625396329369,,,1360.172678094547,5.3788712758198685,6.137254913111464,1801.5997909958028,2772.7361232331036,1685.5949924525962,610.2700183727487,2.0751831048041036,,,,
overnight_28may/independent/rep4/fit_Heckman-global-rfree_independent_N200_T52_seed4004.pkl,Heckman-global-rfree,independent,4004,200,52,92,452.8,0.5772716009528011,0.5606149834729975,0.07362405196731137,0.16124262757532265,0.1065791210767713,,,,0.9946317647051727,-0.0013562554561474117,0.0013562554561474117,,5.299912886205063,5.314928293914731,1862.0920358344922,2539.103946410197,,3328.5279253170656,2.1000165404298277,,3211.2089176441377,,
overnight_28may/independent/rep4/fit_Hurdle-rfree_independent_N200_T52_seed4004.pkl,Hurdle-rfree,independent,4004,200,52,92,441.7,0.5834637743358604,0.5607384203653579,0.058921670407131,0.12522256328966566,0.10205566851948122,,,,0.989815531236025,,,,5.233044810728662,5.3190432413017525,1767.854417720573,3226.771059556862,,71.92256543077502,2.1558898061482075,,,232.5762010881733,2119.324232720133
overnight_28may/independent/rep4/fit_heckman-indiv-rfree_independent_N200_T52_seed4004.pkl,heckman-indiv-rfree,independent,4004,200,52,92,243.5,0.5840154699191231,0.5623894386539767,0.05915367371051491,0.06789062975212909,0.10333556706792912,,,,1.0111028131318691,0.07851692977791151,0.07851692977791151,,7.228078497957009,5.303529606510311,885.148958498571,1362.5745075189373,,2138.043329523858,2.1116944496796344,,,,
overnight_28may/independent/rep5/fit_BEMMAOR-indiv-rfree_independent_N200_T52_seed4005.pkl,BEMMAOR-indiv-rfree,independent,4005,200,52,92,351.5,0.5745501299574071,0.5812994937034824,0.05829722855618783,0.18398580913209583,0.10747219952598452,0.009833151693570635,0.009833151693570635,0.9391075163930795,0.6639491338556248,,,1881.959634635264,5.297004534549629,6.15617369864873,2127.296085154886,3046.0073126467723,1815.3809539913818,899.7371971142563,2.1192582746524544,,,,
overnight_28may/independent/rep5/fit_Heckman-global-rfree_independent_N200_T52_seed4005.pkl,Heckman-global-rfree,independent,4005,200,52,92,463.1,0.5729391601803229,0.5847792085125384,0.06269884349142833,0.1515711469080413,0.11205383133410936,,,,1.0158082785492308,0.009201795473184051,0.009201795473184051,,6.165883569024986,5.291695518822906,2011.775501137059,2881.216715583623,,4051.247919696635,2.0984052833341407,,4062.6141062541046,,
overnight_28may/independent/rep5/fit_Hurdle-rfree_independent_N200_T52_seed4005.pkl,Hurdle-rfree,independent,4005,200,52,92,678.9,0.5795803296469909,0.5898531082291096,0.049918767630166484,0.10546027325438036,0.1062864817662072,,,,1.0839487390037503,,,,5.245872694087367,5.300513702051579,1487.9289401672556,2928.9665768818345,,126.21696287161464,2.1536711344565647,,,267.4093999006431,1591.7422691404797
